t,x
495,36.707
496,36.709
497,36.711
498,36.703
499,36.707
500,36.711
501,36.702
502,36.699
503,36.703
504,36.709
505,36.704
506,36.707
507,36.714
508,36.707
509,36.704
510,36.700
511,36.699
512,36.690
513,36.697
514,36.687
515,36.679
516,36.682
517,36.684
518,36.690
519,36.681
520,36.683
521,36.687
522,36.687
523,36.696
524,36.699
525,36.691
526,36.697
527,36.698
528,36.702
529,36.701
530,36.702
531,36.695
532,36.701
533,36.700
534,36.696
535,36.699
536,36.695
537,36.702
538,36.694
539,36.696
540,36.692
541,36.692
542,36.693
543,36.697
544,36.698
545,36.706
546,36.699
547,36.708
548,36.707
549,36.702
550,36.699
551,36.695
552,36.697
553,36.706
554,36.709
555,36.712
556,36.714
557,36.706
558,36.701
559,36.705
560,36.703
561,36.698
562,36.702
563,36.701
564,36.701
565,36.707
566,36.700
567,36.696
568,36.691
569,36.692
570,36.699
571,36.694
572,36.699
573,36.695
574,36.686
575,36.682
576,36.678
577,36.685
578,36.691
579,36.682
580,36.680
581,36.686
582,36.677
583,36.683
584,36.689
585,36.686
586,36.681
587,36.689
588,36.679
589,36.687
590,36.686
591,36.691
592,36.699
593,36.709
594,36.700
595,36.696
596,36.702
597,36.709
598,36.707
599,36.715
